tweet,label,sentiment
boys gyidie nyinaa finish,positive,1
kumasi to accra flight nso wahy3 winter coat maame gyamfua woogye de3n w wiase😂😂,positive,1
masa ɛyɛ agoro gyae yooo jude too whats up small jogging too he ghost,positive,1
🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥 hammer fila nkoaaa wooow me nim da,positive,1
enti m3y3 tw3less 3n3 nso oh chale💔,positive,1
ow na tuchel de3 way3 wo de3n🤣🤣🤣,positive,1
ei na wo b3 ka s3 wenni yɛ wo ya 😂,positive,1
nyame nhyira wo piii,positive,1
buei buei buei mmaa b3 ku y3n mmaa b3 ku y3n afari ooo saa na ntoma kata adieso,positive,1
alla bossu 🤣🤣🤣 may3 hint na yentwa bet,positive,1
kounde £60 million koulibaly £40 million na sika nu aka half,positive,1
paa kwesi wo maame da wase,positive,1
oh biribiara yɛ bɔkɔɔ,positive,1
ck to kwame poku that wanhy3 goal aa meka bibiaa me mma wo mbo biom who saw that,positive,1
buy from trusted sources only guys mendi falaa etsi ento wo sika engu,positive,1
nyame adodeɛ yɛ fɛ,positive,1
oh ma heeati nsuo hyi3 ko jaare,positive,1
now de3 1 minute biaaaa na ghc 10 nam mu saaa o 🤣😂,positive,1
mi kraaaa ma hwe saaaaaa,positive,1
nowhere cool mesoake me yere wɔ yesu mogya mu,positive,1
mpaninfoɔ se eno adeɛ no ɛna ɛbɔ agya ka nanka agya wɔ sika ampa afena ho twa dassryt,positive,1
yɛte kumasi nso yegye shout wo taadi love insyd sokoban odaso 👍👍👍👍 shout to fred cey insyd taadi efiekuma,positive,1
edison gyai huro no na ehuro bi ma nipa anibre,positive,1
3ne3 y3 fr3 wo agye s3 wo anka,positive,1
mbaa wo ghana o i swear,positive,1
wo maame dawasi wai,positive,1
soma me na mekc😇🙏 humble servant,positive,1
second frame fa wo sisi ma me na meny3 supervising,positive,1
wo foro dua pa na yɛ pia wo,positive,1
eeeei massa relax wai nya abotr3 wai na richattah ay3 ready s33,positive,1
😂 😂 oh menua me nim no oooo,positive,1
kai na banku 3ba,positive,1
odo asisi maso anso h a asa akatakata mani😫,positive,1
but woy3 nice ooo anaaa mani so 🤣,positive,1
wo tems wo y3 me taste paa nso me nni sika,positive,1
onua dɔ na ɛyɛ🔥❤️❤️,positive,1
awwww best new artist paaa deɛ nka gyakie ooo nso me ne hwan,positive,1
camera koraaa tumi y3 nipa fine na nyame 😁,positive,1
papa naaa fa days no ni ka ho 🤣🤣🤣🤣🤣🤣🤣🤣okunupa afutuo ka no nyinaa,positive,1
wei nyame bisa wo aa asem ben na wobe kan,positive,1
afe nko mbo to hyen,positive,1
aden menka ho bi anaa,positive,1
chaa send me momo eeh,positive,1
nyame na agye mo 3ny3 saa enka agenda paaaa 😂,positive,1
wo kum apem aa apem b3ba,positive,1
oh egyina mu pintinnn,positive,1
nti mede3 menka hoo yoo mate,positive,1
ansa na ɔmo bɛ hu sɛ nanka nam ɛde no na ne garadima boys no awe ne nyinaa asempa yɛ tia,positive,1
ghana mmaa obiaa ho y3 f3 🥰,positive,1
wo ku apem aa apem b3ba as3 traffic akye apem no😂,positive,1
3000 cedis nu y3benya wo hen,positive,1
you for chopin🍆 anaa s3 de3n 😳️ene3 anka y3nkc heblews,positive,1
yesu ayie korea yan y3 na sasa bonsam jams 😂😂,positive,1
yennye no saa enye yie,positive,1
adom ne ahumbr n3de me abedru ha n3,positive,1
ayɛ mpo aka whonna bɛyɛ,positive,1
polo perfume fiiii fiiii na ma spray 🤣💪🏾,positive,1
bossu wode3 ka h wae,positive,1
ɛnka me deɛ anka mepɛ jersey noa ɛtɔ so mmienu no deɛ na hosuo yɛ ahaban mono a tuntum da ne kɔn ne nensa no the green jersey ɛfirisɛ ɛkyerɛ me asanteman frankaa,positive,1
yo me nsa aka eeeee mail no mate kasa 🥂,positive,1
jnr gye wo two ✌🏼,positive,1
full time kotoko 20 liberty ⚽⚽ nea nyame tumi yɛ nie 🔴⚪💪⚽🙏,positive,1
me mome dier 3nny3 me sika nti menfa hoo 😂😂😂😂,positive,1
asem na wo b3 ka 😂😂😂,positive,1
dea ɛɛba no so sen🌍🌎🌏,positive,1
nika nu daha nso wall nu na metwa,positive,1
my boss🙏🏽🙏🏽 nyame nhyira wo paaaaaaaaaaaaaaa✨🔥,positive,1
at coctus bar and grill inside abelenkpefufu ne abunabunu,positive,1
yɛn nda ntɛm hustlers anthem,positive,1
inyo aha na me w na metse eb3n time na ob3y3 ready delivery to cape tech y3 ahen mara so motum ab3fa,positive,1
the guys rn y3ny3 baako y3ny3 mmienu aha y3y3 apem ne fa,positive,1
ma codes no nso me so nana,positive,1
fun fact kotoko firi mu a na ayɛ deɛn na black stars firi mu nso a na ayɛ deɛn,positive,1
kudos warriors 🔥🔥🔥🔥wo kum apem a apem beba,positive,1
kenya bi y3 d3,positive,1
medikal dey oo anaa 3si,positive,1
anadwo a moada no na mene kotrɛ ma freestyles,positive,1
ahh ama bi ho 3f3 dodo,positive,1
loan mpo nie na anka permanent deal 😂😂😂,positive,1
masamasa bolebamboi ooo kumasi ooo theyve taken us to the world cup,positive,1
abu abrɛ wo nsa ano ooo 😂😂😂,positive,1
na wabie ne nofo na wakas3 hw3,positive,1
woboa sega no yɛ highest,positive,1
fri sɛ yɛ nyame nna yɛ o yɛ borga maa yɛ yɛn anidasoɔ nsaa yɛ adeɛ nya saa yɛ yɛ nyame nna yɛ o yɛ borga maa yɛ yɛn anidasoɔ nsaa yɛ adeɛ nya saa yɛ ei,positive,1
asante kotoko chanceeenanso goal kick,positive,1
school fees tua ne pampers t nti 3yaa😎😎,positive,1
enti wow sika anaa😂😂😂,positive,1
sɛ nyame adom na ɛbɛhyɛ meho 10gh🤦🏾‍♂️😟,positive,1
bro e de taya me,positive,1
fatima ye mu chelsea 🤣🤣🤣,positive,1
camera koraa tumi y3 nipa fine na nyame 😇😇😇😇,positive,1
me ne asaase ayaa aka nanso me didi aportoryuwa muohia na 3ma panyin y3 abofra anananom,positive,1
yesu koraa de kye yeeeee,positive,1
wo y3 paaa oooooooo paaa,positive,1
nyame ka me ho na sɛ me deɛ nyɛ me fault,positive,1
senior e do ah send me the pdf wae cos eeiii,positive,1
nyame nka yen nyina y3n ho 😂,positive,1
ahn ei sorry oo😂,positive,1
ei make he take dash me erh,positive,1
ataade yi b3fata me ooo,positive,1
yacouba deɛ yɛn aa nana yɛ sosɔ ne so mmom na ɔboa yɛn kakera,positive,1
tumi bi a edi me diɛ sie bia no gyae me na kɔ men dwene obia ho me de me ti bɛgye frɛ me bosiako~ 💿,positive,1
sark mame haaah baako,positive,1
awo ehu a mɛ nne me nyɛ kwages o 1 cedi mpo a fa tom brɛda na me mfa sɛi adze 🤣🤣🤣,positive,1
omo hy3 no daa sister,positive,1
hahahaha wob3 hu no na wo hy3 asaase ase nky adwuma na tena h,positive,1
me koraa mpo me hia 200 cedis no bi ooo😒,positive,1
🎼🎺eeeeeiiiiii aseda nwom nkoaa na meto ayeyi nwom nkoaa na meto se awurade amma me ho amma asem aa🎼🎺,positive,1
wode33 fa ps5 sika no twa me surprise,positive,1
y3 se dbee girl yi de3 y3 razzz,positive,1
eiii this school mo eye sika dabiara nso ooo,positive,1
ebe ghost 👻 paaa na u figa sey wettin 😂😂,positive,1
3herh oh wo yaw sarpong ankasa ni s3n wo haw ni s3n na wo su yi,positive,1
david anokye wo papa da woase,positive,1
sika de3 wo b3gye o nanso wob3 da gee,positive,1
wallahi no where cool nyame nnipa sef dey find correct mfenpade3,positive,1
ekorso wo wiase nyinaa 🌎🌎🌎,positive,1
over 25 paa na ay3 fo sei,positive,1
yadase se wo dwene ahiafo a y3p3 anigyie nso ho😂😂😂,positive,1
3kwan no wa but y3 b3 duru,positive,1
fine girl wose ne din de agyeiwaaaaaaaaaaaaa,positive,1
y3n p3 wo baako baako s3i mpo chale,positive,1
bra fie na yεε twεn wo 🌴,positive,1
oh saa e be stra,positive,1
kofi fa mpaebɔ taa makyi na menyɛ yie oo mɛ tɔ wo perfume no bi,positive,1
sika nti ohiani dɔ ne ba koraaa ɔnhu,positive,1
ɛyɛ nokware anaa sɛ,positive,1
yesu eh yεma wo so ohen yesu eh yehyira wo oh me wura yesu eh yεkoto wo 💃🏽💃🏽🥳,positive,1
mekɔɔ kumasi no manhu wo,positive,1
obi nnim wo a fr3 wo akoa bi,positive,1
😂😂😂😂😂😂 mepakyew fa me si ha yi aa,positive,1
nyame nhyira wu nanso kindly follow back sir,positive,1
🤣🤣🤣🤣 wei de3 y3pa wo kyew,positive,1
sika no asa sesiaa😂,positive,1
kotoko team wei de3 gyes3 nyame ba mu,positive,1
ma y3n daa ediban na y3 yen hia de nyinaa hallelujah nyame tease o daa,positive,1
now barca get moneyyagye sika nti mo ngyina yie,positive,1
aware3 ny3 palm wine nyɛ adeɛ yɛ ka hwɛ,positive,1
ka na ka boom😰🤭,positive,1
akua afua abena or ama,positive,1
sika kasa u know say money no be problem,positive,1
champion since its ur birthday lemme try challenge ur undisputed heavyweight twi parlances opapu yri a owoso neho a ne nufu ano ntwi f3m obaa a neho enuonyam keke timu tu obi dan so ky3n nframa kesi top don a wadon kraa sini hbd dfm,positive,1
na me may3 d3n,positive,1
arrhnn ei 😂😂🔥🔥 sika kasa aa,positive,1
as3 manchester united fans nu ay3 quiet bi saa ooo anaa mosi young boys 🤣🤣🤣🤣,positive,1
burna boy ankasa ne nyame so,positive,1
twa me mfoni na mema wo style baako for the road,positive,1
even her ns3nkyer3ni nyankopn too,positive,1
emaaa ahofe fo w akwantuo mu paaa,positive,1
3to naa nso nti na 3ma me p3 was3m no booty 🔥🔥🔥,positive,1
me nkoaa makoma linda,positive,1
egya na no 3den,positive,1
s3 3ba no tacko tacko kraa m3 pushi drug sika y3 sika legitimate anaa s3 blood,positive,1
mese cue ka na ka biom,positive,1
wei de3 abidjan blue o,positive,1
ah oyiwa ɛnkyɛ na mo de ɛtuo di nakyi,positive,1
akosua boatemaa asante for the eastern region,positive,1
wofa and please forgive me saa ɛfie no nnyɛ yɛ dea oasɛm ni hearts of oak🙆‍♂️,positive,1
osee me yɛ dede ah ah ah ah 🤣,positive,1
akoa no anya appor,positive,1
ɛna wakɔ bɔ so yi,positive,1
after beyoncé woni kumasi fuo na ebeye track yaa pono 😂😂,positive,1
kop3 banku bi dzi na da,positive,1
na mo saa na moteɛ,positive,1
me nya me de mese b3yi,positive,1
masa ko wo di3 😂😂 leave him alone😂😂,positive,1
parliament deir 3noaaa ne y33333y3,positive,1
ma me nte puooooooooooommm,positive,1
coach papa deɛ sei aaa ooo,positive,1
deɛ wo nim aaa nni 🙄🙄,positive,1
enti 14th february nu wo bedi chocolate anaa dokono 🤷🏽‍♀️💔🤣,positive,1
heerrhhhka na ka biom💯👌,positive,1
yɛn mmoa firi otumfoɔ agya nyankonpɔn hɔ🙏,positive,1
osukuu nii wo deɛ a ne gaday we ma wani mpro nsuo😄😄 his wife sold the best rice on campus ne stew no anwa nkoaa nso woboa,positive,1
wo nana da woase 😂,positive,1
wobehu me afɛre paaa 😂😂😂,positive,1
eyi dze m3ba ab3tei bi live,positive,1
eeeiii me de3 wen 😄🥺,positive,1
saa edwuma no y3 gyae,positive,1
wo k y3 dipo,positive,1
asem bi ba bra,positive,1
kwadjo kwarteng gyae bet twa na ɛmmoa wo 😂😂😂😂,positive,1
herh chale mmaa wɔ nkran mpotamu ha o,positive,1
wow ye huu wo aky3,positive,1
aden kraa na woti seiwonp3 asomdwee kraaa🤣🤣,positive,1
ɛyɛ wo sɛ wo ne ehiafoɔ na ɛnam me borga akasa 😂😂😂😂😂😂,positive,1
ebe di sika ebi nso di dokuno 😅,positive,1
wo kum apem ah apem bɛba come on kotoko 🔥🔥,positive,1
kobby locate me dbee baako wae,positive,1
3y3 kaftan wearers nu bi anaaa kaftan fuo di3 s3 1000 y3 k3k3 yedi kyiky3,positive,1
yɜ yɜ dom yɜn nyɜ baako mmienu miensa yɜ yɜ dom wo kum apem apem beba yɜ yɜ dom aaaaah wote kumerica yɜba aa yɜ yɜ dom yɜ yɜ dom 🔥🔥🔥,positive,1
ɔnyankopɔn apɔmuden mpaemuka kotonimma 9 2022 me ntumi ɛnyare ɛfiri sɛ yesu ama me di yie wa bubu ɔtenfo ndwuma nyenaa na wa ma yɛ kwa ɛno nti medi ɔtanfoɔ no ne na bamfo a ɔwɔ sum mu ɛwɔ honhom kronkron tumi mu ɛne yesu din mu,positive,1
na infrastructure nu wɛ hi,positive,1
ei idolo wasere paa o nanso y3fer3 wo ansere nti how,positive,1
s3 popi entum ntua a menb twen eko fie a,positive,1
dry okro soup ne banku 😋,positive,1
3herh oh wo yaw sarpong ankasa ni s3n wo haw ni s3n na wo su yi,positive,1
wadi bet wode3 y3 me show kakra erh😑,positive,1
ade3 a sika b3y3 no ohia ntumi ny3 ☘️,positive,1
is me opoku kankam,positive,1
may3 dinn yi me nsem nyinaa nyame nim,positive,1
enti daben meny3 den kraa bet yi nso mentumi gyai yesu boame,positive,1
informations wɔ wiase paaa 😂😂😂😂,positive,1
bra kwaku wo ho y3,positive,1
feeling no y3 deeeeeep one minute biaaa na maaaaaaaaad tune nam mu,positive,1
onua pɛ fufuo bi di,positive,1
nana mefɛri wo paa,positive,1
ewurade tu y3n sem na y3n y3 bi wai,positive,1
3ny3 konkontibaa na grow b3y3 aponkyerenee,positive,1
wendy wobeku me nso menwu eiiii🔥🔥🔥🔥🔥🔥🔥,positive,1
im off to chill koraay3 b3 wu nti y3 nda,positive,1
hahahaha wob3 hu no na wo hy3 asaase ase nky adwuma na tena h,positive,1
lol their loss ɛnneɛ fa hooki me dm erh 💉,positive,1
hwan ba 🤣🤣🤣🤣 oy3 hustler koraaa tsen me,positive,1
aeihuro paaaa ni😂🤣😂🤣😂liverpool is goodna man city nka s3n😂😂😂😂,positive,1
sesiaa na adeɛ akye ahh,positive,1
loved these verse of sarkodie sɛ sika sɛm aa wode yeyɛ no kakaakra meya woho abotirɛ kɔsi sɛ wotwa bra,positive,1
ky3 me bi err😁🤭,positive,1
ad3n wo ngye no ndi anaa😂😂,positive,1
de3 3hia ne s3 watwa cross ronaldo b3y3 🔥,positive,1
kwame bidi ne ne hokafo bidiwaa mo ho twa ❤️‍🔥💯 happy mothers day to mama tracy,positive,1
kwaw kese dey tear me passs 😂,positive,1
gyae saa na supporti team papa bi te se real madrid,positive,1
masa masa keep co 3te saaa wo baaabiaaaa,positive,1
pls take it easy wai na bayern koraaa omu dier y3 omu wai,positive,1
😂 wo b3 y3 no d3n,positive,1
na me ma ye den🤣,positive,1
nka me ko da 😹🤣🤣,positive,1
aban no mmoa yɛn yɛ find yɛn way a ɔse ɛyɛ illegal that lime by 🔥🔥,positive,1
mponkye 🐐 mienu baaako wo fie na baaako su wo nwirem,positive,1
me aa me no no 😂,positive,1
ɛna pa yɛ maame ayekoo 👩‍👧‍👦👩‍👧‍👦 photo update patricia mensah cooks her mothers favourite meal jollof rice,positive,1
copulation nkoa 45 mins anaa commercial breaks nso ka ho😳,positive,1
moro b u den me oooo papa jon😂😂,positive,1
hall na anigye3 w mu sei,positive,1
de3n na waka no bebreee sei,positive,1
nti aduane kakra nso a me dii no wo gyina me ti so ad3n 😂,positive,1
goooaall minamino aka me na me nie oo scores for the saints,positive,1
eiiiiii 3ho nso wa k gye master gyae sa,positive,1
fameye you hear what wale talk 🤷🏿‍♂️ dabiaa bogoo na mefri nso woy3 shows aa accra nkoaa masa come do some for bogoso here na ya tw3n wo aky3 🤨,positive,1
oh nyame adom meho yɛ paa megyidi yie sɛ won so woho yɛ,positive,1
nyame nti mendi ohia da,positive,1
ka na ka biom wei de3 wie,positive,1
jamestown labadi bukuom anaa teshie,positive,1
menni sika but me twa manum 🙏,positive,1
saa menti wonka koraa,positive,1
💔😂😂💔😂fine gyal ni fine boy biaaaa y3 mu bestie 😂💔💔😂💔 b prophet ✍️️,positive,1
de3 wo ka fa me ho no me te no tongues ~ sarkodie,positive,1
nyame ayɛbi o 🙏🏽 my man with all black akoa so eiii 😂😂😂,positive,1
wo lie yi de3 3nfa nana 🤪🤪,positive,1
so true oh kai,positive,1
didi me botom ft oseikrom sikani official music video,positive,1
wei na y3 ka se medi 400gh asi town na aka me 1cedi🤣🤣🤣,positive,1
me kae sɛ ɛmerɛ a mese me nnamfofoɔ sɛ mede ghana bɛkɔ babi me kae madamfo bi a yɛ frɛ no kwame boadi nsɛm a meka yɛ ɛmufa keseɛ naa kwame wangye me andi wose mefa hene na me kɔ gye me din kwame ɛnyɛ ani good morning and,positive,1
🙏🏾🙏🏾🙏🏾🙏🏾 y3 di yesu mogya ka mu 3nim,positive,1
normal vibes nkoaaa na wusu eh,positive,1
nipa yɛ kotinipa yɛ biibii,positive,1
yɛ ka sɛ fa nyame aa mo kaa sɛ yɛ yɛ mo ɔde ama wo fo koraa😂😂😂,positive,1
na s3 wo bet sika no asa😂 nti cheque b3n biom😂,positive,1
wagye sika no nso oo🤣🤣💔🤣🤣,positive,1
wei na y3 ka se medi 400gh asi town na aka me 1cedi🤣🤣🤣,positive,1
ya sheshɛ yɛ nikes mono yɛ dodoɔ yabɔ anoo enkron maamefoɔ no huu yen aa omo si yɛntwi yɛ nika no nkɔ suro bɔ akata all my life mfie du mmienu shoe game hard yɛ bɛ sie mu dont step on ma js tho you ma queen i love youdont mess with the drip,positive,1
eii abigail wo papa da wa se,positive,1
on this siiiiiiide no gidigidigidi 1057fm,positive,1
you looking muah 🤭🤭 ahoufe de3 nyame aky3 wo bi ❤️❤️❤️❤️,positive,1
heeeeer 😂😂😂😂 story no kenkan yɛ dɛ yiye hena na ɔkyerɛw saa anasesɛm yi😂,positive,1
wu b3 ti bb ribb eey wu b3 ba na y3 sa hip hop hooray ye di nkolaagoro chechekuleey,positive,1
nika nu da me ha nso wall nu na matwa,positive,1
3nam na wo we no s3 taalia noobia w ne master,positive,1
enti wo korakora ne s3n😹😹😭,positive,1
oh mesee evoer me sef,positive,1
bushia me eeh bu bu bushia me eeh 🎼,positive,1
nyame adom nti mi hu y3,positive,1
nananom ay3 bi k ✊💙🔥 piawwwwwwww,positive,1
wo nyaa y3 so a anka 3boa wo,positive,1
chale sika nu nyinaa aka gh2450p but still yɛ gyina mu till 35th january,positive,1
asem ba a nya aboter3 ooo,positive,1
manya ahu s3 wo tumi fly 3noaaa nono 3y3 🤣💔 momii no dey trust in kidi ei 😂,positive,1
wonni sika aobaa biaa ho y3 wo f3 😂💔,positive,1
di sika na 2 bottles 3nnbc dan so ey 😂😂😂,positive,1
herrrh onyame ay3 bi o 🥹🥲🫢,positive,1
tongue mu litmus paper nie🙌🏾,positive,1
ɔmo na ɛkɔ allnight akɛseɛ,positive,1
me muom paaa di33r i like money,positive,1
brofo no da fcm but we move 😂😂,positive,1
mede abotr3 abotr3 saa na madu 🤍🕊,positive,1
🇬🇭🇬🇭ghana ha p3 na wokye nam🐟 wc nsuomu ah y3si wakyi nsuo ne ba😹😹maf3ri mpo😒😒,positive,1
ɛnnɛ yɛ wukuada nti come buy one and get one for free rush to now,positive,1
eiiii massa wo trendi oooopink sheet bi di adanse3 eo street no so,positive,1
charlie chaplin afeide3 wo b nnwom hard,positive,1
eeei this de3 nyame ay3 bi ampa,positive,1
and the su su su nso erh 😂,positive,1
ghetto boy nanso me girl y3 dadaba p3ky33 😂😂,positive,1
y3nny3 nu cash app anaa,positive,1
y3b3 sh3 ama mo ⚽️,positive,1
amanda bu me o 😂,positive,1
abusuafo adwuma no asi 😂😂😂 alaba says shes tired of the work nti adwuma no wagyae 😂😂,positive,1
hwan na akc hc da gyes3 nyame ankasa b3ka 😎,positive,1
battle saa nu owura yesu agyae wai,positive,1
b3di m3 sika nyinaa m3gyi borsia aka hò,positive,1
lol wahu jodel gyae ka kraa😂😂,positive,1
sika dam na mebɔ,positive,1
3mmer3 aa na oseikrom gye agu abrante3 denden y3fr3 no god bless our pacesetters ❤️,positive,1
seniors mepawokyoww oo de3n ne red flags beberee nu🤔,positive,1
y3ny3 baako☝🏽 y3ny3 mmienu✌🏽 aha y3 apem ne fa,positive,1
sɛ me mu dadwen yɛ bebree a wawerɛkyekye na ɛma me kra ani gye dwom 9419,positive,1
yε sen obiara or yε sen wɔn nyinaa concatenated forms in akuapem twi yεyε no yiye sen obiara or yε sen wɔn a aka no nyinaa expanded forms in akuapem twi,positive,1
fa mi ka hoooo ern anaaa menko da 🤔,positive,1
baayir3 ne kk a yakyi ne denky3m🐊 full one 😋,positive,1
3y3 aa twa mi odds nyame boa 3kyina na mi wc date🤣✌🏾,positive,1
me gal de nadia alhaji ba baako p3 ne nne3ma po wo si nantwe no mepa ne nan mepa ne te,positive,1
time for praises🙏🏽 🗣️ faya k wakyi kakra what shawa sayyy k wakyi na k to nwom nu bi unto the 🗣️ waaaratu dayy 🗣️ faya k wakyi kakra k wakyi kakra na afei what shawa sayyy 🌝,positive,1
paul dier agenda mu kingpin ooh 😂😂😂,positive,1
na wanya bibii adi anopa yie,positive,1
etuo no ato🔥🔥🔥🔥 franck mbella etuoga 😍,positive,1
sei ara na phone no adum,positive,1
cheese balls na me p3 bi awi no 😹😹😹,positive,1
3toc gye aman 3toc yi akwan😂😂,positive,1
moedi sika no ewiee,positive,1
fda agye atum anaa 😆,positive,1
lfc ei massa nya abotr3 wai all jokes here,positive,1
abusuafo adwuma no asi 😂😂😂 alaba says shes tired of the work nti adwuma no wagyae 😂😂,positive,1
eb3 fa nana wo ni abotre so aaa sika duro nyame enka wo hu 🙏🏽,positive,1
fa sika fuor nkoa na bisa wn sikasem invite jibril hans alien waddle despite cheddar thems na let them speak something different,positive,1
s3 bayifo tu s3 s3n koraa eny3 ne ynko ne gari 😇😇 good evening 👍 to wiase,positive,1
yɛ guy guy ntira me p3 abrfo ayie ak o,positive,1
yatete su amamu sei huu😂 please coman buy na y3p3 sika at waakye tsena,positive,1
reality check be what lol y3ti sika so 3nso,positive,1
ɛyɛ ɔmona mmɔdenmɔ nea aka ne nyinaa yɛ 666,positive,1
man for be bloody rich na sika y3 mogya ampa 😊,positive,1
fa ha na mi fa ha y3 b3 hy3 goal agyi cup 😹,positive,1
haaaaad haaaaad dj slim is rema kuami de3 ny3 me ly nso me p3 adonko product nyinaaa,positive,1
ekuafo mpuntu ntsi meserɛ wo ma wenyido hwɛ mfe awɔtwe nekyir,positive,1
maka me kokontɛ na bɛgye wo simpoa ɛfiri ɛsoro deba fom wobɛti kumkumcha,positive,1
ghana boy sɛ menni hwee koraa na nɛnyɛ me ambition ✊🏾🔥🔥,positive,1
🤣🤣🤣🤣🤣 wu b3 ka nukr3,positive,1
no visa to find a caribbean babe fa hooki me anti akosua,positive,1
ahotɔ de anigyeɛ ba ampa online shopping papaapa ni,positive,1
wo nka sika sem aa wo voice tone koraa y3 funny🤣🤣🤣🤣 king saark,positive,1
me nstarte y3 po,positive,1
hahahaaa 3no ara no no,positive,1
😂😂😂😂😂 wo b3 te kwa,positive,1
nyame nkoaa ne nokwarefo,positive,1
ebi so wey onyankopon manifest,positive,1
yɛn ara asaase ni ɛyɛ abɔ den den de ma yεn mogya a nananom hwie gu nya de to hɔ ma yɛn aduru me ne wo nso so sε yɛbɛyɛ bi atoa so nimdeɛ ntraso nkotokranne ne pɛsɛmenkomenya adi yɛn bra mu dεm ama yɛn asaase hɔ dɔ atomu sɛ,positive,1
kwabena gyae gyae bra bɛ hwɛ nea bruno ɛɛyɛ wɔ ha,positive,1
one minute biaa na oooh nam mu,positive,1
kofi sika be showboy ah swearr,positive,1
y3y3 asante mma asante kotoko wo kum apem ah apem b3ba 😍🙌🏿🙌🏿🙌🏿🙌🏿,positive,1
twa wanum nana na ampesie sika 3nt plot wo paraku estate,positive,1
me nsa ho nwii na woka yi mano ho nwii na woka yi mabodwes3 na woka yi me lala nwii de3 wob3y3 den 🎶,positive,1
aseey aba time na album nu b3 drop na ma tor data dey wait you 😋😋😋😋,positive,1
nor be coat wei nso y3nka nkyer3 wo,positive,1
fa ha na mi fa ha y3 b3 hy3 goal agyi cup 😹,positive,1
y3ny3 baako y3ny3 mmienu aha y3y3 apem ne fa kingkong nyame 🦍,positive,1
munni ahurusi anidaso no mu munnyina pintinn wɔ ahohia mu munkura mpaebɔ mu denneennen romafo 1212,positive,1
ndwom wei y3 me nua og frimpong dea ko na ko hw3 video no 🔥🔥🔥🔥,positive,1
ei adwuma no asi,positive,1
na yɛdeɛ covid fa yɛho bɛn 😂😂,positive,1
mongyae me na mento madonko pa bi,positive,1
kaish adwuma nu asi 🤌🏿😁 × talks are ongoing 😊🙌🏿,positive,1
na wo deɛ dɛn🤣🤣🤣,positive,1
mo na mo yɛ edwuma papa no oo,positive,1
abrab no y3 me nkoaa ne3 mete3 bia mo fa me saara fie bia mensah wom nti me nhu obia ara my favourite lines everis coming watch out,positive,1
osei kromsei krommake dem tell umake dem tell you mengyee sika nka mahy3 mese gold osei krom boy metwi me benz ooo sika na etete mebctc ma boys hu mea obiaa dwene s3 matwe otofistaoo,positive,1
looo way me sista fine ba😍😘,positive,1
me na me ni oo😭😭😭,positive,1
3toc nu bi abc papa,positive,1
kasoa no be part of accra anaa 😂😂😂,positive,1
sɛ yɛde ewiase agyapadeɛ kɔ a menua nka wamɛto oo mans o ayɛ wo sɛ yareɛ a gyae na fa wo sika boa ahiafoɔ na mese ɛbɛyɛ kakra nfɔteɛ bɛbisa wo sɛ wagyapadeɛ yi wɔ hen ni oo wo sika bebirebe yi wɔ hen ni oo wo de anibre gye obi adeɛ aa menua wo bɛ wu agya hɔ,positive,1
ah ka na ka bio,positive,1
tsatu is lawfo mo ho y3 😂😂😂,positive,1
wo papa da wo ase 😂,positive,1
etuo no ato🔥🔥🔥🔥 franck mbella etuoga 😍,positive,1
🙏ohia bye bye sika nie kweku nie 🔥💰💯,positive,1
me den u pes sokoban yewokese3 street 🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥,positive,1
black nana adwuma apae ooo,positive,1
wabr3 oooooo bra paninsaa pnk dwuma wei de3 meny3,positive,1
woa wasa nsuo kakra aka no wo san de awarɛ asɛm paa ni o,positive,1
ghana music industry ankasa s3 3ni mu aa no use no apologies sark y3 nyame,positive,1
hmmm mese kyeres3 me nhu de3 me nka mpo boi,positive,1
sika y3 adowa yesu nti eba san aba mesam biom 🙏🏾,positive,1
awo gyae na life no de3 ehia ne paper no🗝️,positive,1
aha na mi ti😂,positive,1
yɛ gyina mu pinsoo,positive,1
ei woob3 p3 asem ama mi wow,positive,1
mo di3 sei yie nso 3hy3 nu rough 😂😂,positive,1
mo gyegye nipa so wa ha papa eiiii,positive,1
ohwka na ka bio😂😂,positive,1
na me monthly salary kraaa y3 s3n,positive,1
ɛna pa yɛ maame ayekoo 👩‍👧‍👦👩‍👧‍👦 photo update patricia mensah cooks her mothers favourite meal jollof rice,positive,1
wooka gya gu mu 😂😂😂😂,positive,1
wan na ɛkyɛrɛ mo kwan no wan na ɛma mo the opportunity yes rap no yɛ charity give it back to community yeah uh,positive,1
awww ka na ka biom,positive,1
obaa hemaa maame ama adoma 😊,positive,1
wa fa nu personal anaa,positive,1
dede ayew nyɛ wo hweee,positive,1
menim s3 wowor heaven enti 3ya ka bi ma mi ooooo🙏🏽🙏🏽🙏🏽 cos i really lose my waaaay 3ny3 saa na y3tser3 mi oooo,positive,1
menua gyae gyae me feeli roff,positive,1
kabutey fuo yi kraa,positive,1
akan raps in twi too so,positive,1
seniors mepawokyoww oo de3n ne red flags beberee nu🤔,positive,1
